Original_URL,Total_Result_Count,Title,Location,Link,Distance,Review_Score,Review_description,Number_Of_Reviews,Details,Price
https://www.booking.com/searchresults.fr.html?ss=Bordeaux%2C+Aquitaine%2C+France&efdco=1&label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&lang=fr&sb=1&src_elem=sb&src=index&dest_id=-1413751&dest_type=city&ac_position=0&ac_click_type=b&ac_langcode=fr&ac_suggestion_list_length=5&search_selected=true&search_pageview_id=38bf07f4b08106f1&ac_meta=GhAzOGJmMDdmNGIwODEwNmYxIAAoATICZnI6CGJvcmRlYXV4QABKAFAA&group_adults=2&no_rooms=1&group_children=0,900,"Apparts en ville Place de la Bourse
Une nouvelle fenêtre va s'ouvrir","Centre de Bordeaux, Bordeaux",https://www.booking.com/hotel/fr/apartment-studio-meuble-place-de-la-bourse.fr.html?label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&ucfs=1&arphpl=1&dest_id=-1413751&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=6c4508f76cec01d1&srepoch=1732756602&from_sustainable_property_sr=1&from=searchresults,"0,8 km du centre","Avec une note de 7,7",Bien  ,217 expériences vécues,"Situé au cœur du quartier historique de Bordeaux, à seulement 80 mètres de l'église Saint-Pierre et à 190 mètres de la place de la Bourse avec son miroir d'eau, l'Apparts en ville Place de la Bourse...",
https://www.booking.com/searchresults.fr.html?ss=Bordeaux%2C+Aquitaine%2C+France&efdco=1&label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&lang=fr&sb=1&src_elem=sb&src=index&dest_id=-1413751&dest_type=city&ac_position=0&ac_click_type=b&ac_langcode=fr&ac_suggestion_list_length=5&search_selected=true&search_pageview_id=38bf07f4b08106f1&ac_meta=GhAzOGJmMDdmNGIwODEwNmYxIAAoATICZnI6CGJvcmRlYXV4QABKAFAA&group_adults=2&no_rooms=1&group_children=0,900,"Staycity Aparthotels Bordeaux City Centre
Une nouvelle fenêtre va s'ouvrir","Vieux Bordeaux, Bordeaux",https://www.booking.com/hotel/fr/staycity-aparthotels-bordeaux-city-centre.fr.html?label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&ucfs=1&arphpl=1&dest_id=-1413751&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=6c4508f76cec01d1&srepoch=1732756602&from_sustainable_property_sr=1&from=searchresults,"0,8 km du centre","Avec une note de 8,6",Superbe ,7 113 expériences vécues,"Situé à Bordeaux, à moins de 400 mètres de la grosse cloche et à 300 mètres de la basilique Saint-Michel, le Staycity Aparthotels Bordeaux City Centre propose des chambres climatisées avec salle de...",
https://www.booking.com/searchresults.fr.html?ss=Bordeaux%2C+Aquitaine%2C+France&efdco=1&label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&lang=fr&sb=1&src_elem=sb&src=index&dest_id=-1413751&dest_type=city&ac_position=0&ac_click_type=b&ac_langcode=fr&ac_suggestion_list_length=5&search_selected=true&search_pageview_id=38bf07f4b08106f1&ac_meta=GhAzOGJmMDdmNGIwODEwNmYxIAAoATICZnI6CGJvcmRlYXV4QABKAFAA&group_adults=2&no_rooms=1&group_children=0,900,"Appart Cozy / Quartier St Pierre
Une nouvelle fenêtre va s'ouvrir","Centre de Bordeaux, Bordeaux",https://www.booking.com/hotel/fr/appart-cozy-quartier-st-pierre.fr.html?label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&ucfs=1&arphpl=1&dest_id=-1413751&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=6c4508f76cec01d1&srepoch=1732756602&from=searchresults,"0,7 km du centre","Avec une note de 9,1",Fabuleux  ,98 expériences vécues,"Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la cour intérieure, l'Appart Cozy / Quartier St Pierre est un hébergement situé en plein centre de Bordeaux, à seulement 200 mètres de la...",
https://www.booking.com/searchresults.fr.html?ss=Bordeaux%2C+Aquitaine%2C+France&efdco=1&label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&lang=fr&sb=1&src_elem=sb&src=index&dest_id=-1413751&dest_type=city&ac_position=0&ac_click_type=b&ac_langcode=fr&ac_suggestion_list_length=5&search_selected=true&search_pageview_id=38bf07f4b08106f1&ac_meta=GhAzOGJmMDdmNGIwODEwNmYxIAAoATICZnI6CGJvcmRlYXV4QABKAFAA&group_adults=2&no_rooms=1&group_children=0,900,"Le Turenne
Une nouvelle fenêtre va s'ouvrir","Centre de Bordeaux, Bordeaux",https://www.booking.com/hotel/fr/le-turenne-bordeaux.fr.html?label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&ucfs=1&arphpl=1&dest_id=-1413751&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=6c4508f76cec01d1&srepoch=1732756602&from=searchresults,"1,2 km du centre","Avec une note de 9,0",Fabuleux  ,109 expériences vécues,"Situé en plein cœur de Bordeaux, à proximité du musée d'art contemporain CAPC et de l'esplanade des Quinconces, l'établissement Le Turenne propose une connexion Wi-Fi gratuite, la climatisation et des...",
https://www.booking.com/searchresults.fr.html?ss=Bordeaux%2C+Aquitaine%2C+France&efdco=1&label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&lang=fr&sb=1&src_elem=sb&src=index&dest_id=-1413751&dest_type=city&ac_position=0&ac_click_type=b&ac_langcode=fr&ac_suggestion_list_length=5&search_selected=true&search_pageview_id=38bf07f4b08106f1&ac_meta=GhAzOGJmMDdmNGIwODEwNmYxIAAoATICZnI6CGJvcmRlYXV4QABKAFAA&group_adults=2&no_rooms=1&group_children=0,900,"Residhotel Galerie Tatry
Une nouvelle fenêtre va s'ouvrir","Chartrons, Bordeaux",https://www.booking.com/hotel/fr/residhotel-galerie-tatry.fr.html?label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&ucfs=1&arphpl=1&dest_id=-1413751&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=6c4508f76cec01d1&srepoch=1732756602&from_sustainable_property_sr=1&from=searchresults,"2,8 km du centre","Avec une note de 7,4",Bien  ,4 808 expériences vécues,Le Residhotel Galerie Tatry propose des appartements indépendants situés à 10 minutes en tramway du centre de Bordeaux. Le Nouveau Stade de Bordeaux se trouve à 4 km. ,
https://www.booking.com/searchresults.fr.html?ss=Bordeaux%2C+Aquitaine%2C+France&efdco=1&label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&lang=fr&sb=1&src_elem=sb&src=index&dest_id=-1413751&dest_type=city&ac_position=0&ac_click_type=b&ac_langcode=fr&ac_suggestion_list_length=5&search_selected=true&search_pageview_id=38bf07f4b08106f1&ac_meta=GhAzOGJmMDdmNGIwODEwNmYxIAAoATICZnI6CGJvcmRlYXV4QABKAFAA&group_adults=2&no_rooms=1&group_children=0,900,"Villa Erizio, Bordeaux Centre
Une nouvelle fenêtre va s'ouvrir",Bordeaux,https://www.booking.com/hotel/fr/villa-erizio-bordeaux.fr.html?label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&ucfs=1&arphpl=1&dest_id=-1413751&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=6c4508f76cec01d1&srepoch=1732756602&from_sustainable_property_sr=1&from=searchresults,"0,7 km du centre","Avec une note de 9,3",Fabuleux  ,1 172 expériences vécues,"Offrant une vue sur la cour intérieure, la Villa Erizio, Bordeaux Centre est située à Bordeaux, à 1,2 km de la grosse cloche et à 1,7 km de la basilique Saint-Michel. ",
https://www.booking.com/searchresults.fr.html?ss=Bordeaux%2C+Aquitaine%2C+France&efdco=1&label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&lang=fr&sb=1&src_elem=sb&src=index&dest_id=-1413751&dest_type=city&ac_position=0&ac_click_type=b&ac_langcode=fr&ac_suggestion_list_length=5&search_selected=true&search_pageview_id=38bf07f4b08106f1&ac_meta=GhAzOGJmMDdmNGIwODEwNmYxIAAoATICZnI6CGJvcmRlYXV4QABKAFAA&group_adults=2&no_rooms=1&group_children=0,900,"Hotel des 4 Soeurs
Une nouvelle fenêtre va s'ouvrir","Centre de Bordeaux, Bordeaux",https://www.booking.com/hotel/fr/des-4-soeurs.fr.html?label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&ucfs=1&arphpl=1&dest_id=-1413751&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=6c4508f76cec01d1&srepoch=1732756602&from=searchresults,"0,7 km du centre","Avec une note de 7,3",Bien  ,2 788 expériences vécues,"Occupant un bâtiment du XVIIIe siècle, cet hôtel 3 étoiles est situé dans le centre de Bordeaux, à 5 minutes à pied de l'église Notre-Dame. ",
https://www.booking.com/searchresults.fr.html?ss=Bordeaux%2C+Aquitaine%2C+France&efdco=1&label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&lang=fr&sb=1&src_elem=sb&src=index&dest_id=-1413751&dest_type=city&ac_position=0&ac_click_type=b&ac_langcode=fr&ac_suggestion_list_length=5&search_selected=true&search_pageview_id=38bf07f4b08106f1&ac_meta=GhAzOGJmMDdmNGIwODEwNmYxIAAoATICZnI6CGJvcmRlYXV4QABKAFAA&group_adults=2&no_rooms=1&group_children=0,900,"ibis budget Bordeaux Centre Mériadeck
Une nouvelle fenêtre va s'ouvrir","Centre de Bordeaux, Bordeaux",https://www.booking.com/hotel/fr/ibis-budget-bordeaux-centre-meriadeck.fr.html?label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&ucfs=1&arphpl=1&dest_id=-1413751&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=6c4508f76cec01d1&srepoch=1732756602&from_sustainable_property_sr=1&from=searchresults,450 m du centre,"Avec une note de 6,8",Note ,4 142 expériences vécues,"Idéalement situé dans le centre de Bordeaux, l'ibis budget Bordeaux Centre Mériadeck propose des chambres climatisées avec une connexion Wi-Fi gratuite, un parking privé et un service d'étage. ",
https://www.booking.com/searchresults.fr.html?ss=Bordeaux%2C+Aquitaine%2C+France&efdco=1&label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&lang=fr&sb=1&src_elem=sb&src=index&dest_id=-1413751&dest_type=city&ac_position=0&ac_click_type=b&ac_langcode=fr&ac_suggestion_list_length=5&search_selected=true&search_pageview_id=38bf07f4b08106f1&ac_meta=GhAzOGJmMDdmNGIwODEwNmYxIAAoATICZnI6CGJvcmRlYXV4QABKAFAA&group_adults=2&no_rooms=1&group_children=0,900,"Marty Hotel Bordeaux - Tapestry Collection by Hilton
Une nouvelle fenêtre va s'ouvrir","Centre de Bordeaux, Bordeaux",https://www.booking.com/hotel/fr/marty-hotel-bordeaux-tapestry-collection-by-hilton.fr.html?label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&ucfs=1&arphpl=1&dest_id=-1413751&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=6c4508f76cec01d1&srepoch=1732756602&from_sustainable_property_sr=1&from=searchresults,"0,8 km du centre","Avec une note de 8,6",Superbe ,1 104 expériences vécues,"Le Marty Hotel Bordeaux - Tapestry Collection by Hilton est situé au cœur de Bordeaux, entre le quartier des affaires et le centre historique. Une connexion Wi-Fi est disponible gratuitement. ",
https://www.booking.com/searchresults.fr.html?ss=Bordeaux%2C+Aquitaine%2C+France&efdco=1&label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&lang=fr&sb=1&src_elem=sb&src=index&dest_id=-1413751&dest_type=city&ac_position=0&ac_click_type=b&ac_langcode=fr&ac_suggestion_list_length=5&search_selected=true&search_pageview_id=38bf07f4b08106f1&ac_meta=GhAzOGJmMDdmNGIwODEwNmYxIAAoATICZnI6CGJvcmRlYXV4QABKAFAA&group_adults=2&no_rooms=1&group_children=0,900,"Urban Style Bordeaux Centre Hotel de la Presse
Une nouvelle fenêtre va s'ouvrir","Centre de Bordeaux, Bordeaux",https://www.booking.com/hotel/fr/de-la-presse.fr.html?label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&ucfs=1&arphpl=1&dest_id=-1413751&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=6c4508f76cec01d1&srepoch=1732756602&from_sustainable_property_sr=1&from=searchresults,500 m du centre,"Avec une note de 7,6",Bien  ,1 901 expériences vécues,"L’Hotel de la Presse se trouve dans le centre de Bordeaux, à proximité de la rue Sainte-Catherine. Vous rejoindrez le Grand Théâtre et l’esplanade des Quinconces en moins de 5 minutes à pied. ",
https://www.booking.com/searchresults.fr.html?ss=Bordeaux%2C+Aquitaine%2C+France&efdco=1&label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&lang=fr&sb=1&src_elem=sb&src=index&dest_id=-1413751&dest_type=city&ac_position=0&ac_click_type=b&ac_langcode=fr&ac_suggestion_list_length=5&search_selected=true&search_pageview_id=38bf07f4b08106f1&ac_meta=GhAzOGJmMDdmNGIwODEwNmYxIAAoATICZnI6CGJvcmRlYXV4QABKAFAA&group_adults=2&no_rooms=1&group_children=0,900,"Hampton By Hilton Bordeaux Centre Meriadeck
Une nouvelle fenêtre va s'ouvrir",Bordeaux,https://www.booking.com/hotel/fr/hampton-by-hilton-bordeaux-centre-meriadeck.fr.html?label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&ucfs=1&arphpl=1&dest_id=-1413751&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=6c4508f76cec01d1&srepoch=1732756602&from=searchresults,"0,8 km du centre",,,,"Situé à Bordeaux, à 1,3 km du musée d'Aquitaine, le Hampton By Hilton Bordeaux Centre Meriadeck propose un jardin, un parking privé, une terrasse et un restaurant. ",
https://www.booking.com/searchresults.fr.html?ss=Bordeaux%2C+Aquitaine%2C+France&efdco=1&label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&lang=fr&sb=1&src_elem=sb&src=index&dest_id=-1413751&dest_type=city&ac_position=0&ac_click_type=b&ac_langcode=fr&ac_suggestion_list_length=5&search_selected=true&search_pageview_id=38bf07f4b08106f1&ac_meta=GhAzOGJmMDdmNGIwODEwNmYxIAAoATICZnI6CGJvcmRlYXV4QABKAFAA&group_adults=2&no_rooms=1&group_children=0,900,"Appart'City Classic Bordeaux Centre
Une nouvelle fenêtre va s'ouvrir","Meriadeck, Bordeaux",https://www.booking.com/hotel/fr/residence-appart-city-de-bordeaux-centre.fr.html?label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&ucfs=1&arphpl=1&dest_id=-1413751&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=6c4508f76cec01d1&srepoch=1732756602&from_sustainable_property_sr=1&from=searchresults,"1,5 km du centre","Avec une note de 7,2",Bien  ,3 011 expériences vécues,"Situé dans le centre de Bordeaux, dans le quartier de Mériadeck, l’Appart'City Classic Bordeaux Centre propose des appartements modernes dotés d’une télévision et d’une salle de bains privative. ",
https://www.booking.com/searchresults.fr.html?ss=Bordeaux%2C+Aquitaine%2C+France&efdco=1&label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&lang=fr&sb=1&src_elem=sb&src=index&dest_id=-1413751&dest_type=city&ac_position=0&ac_click_type=b&ac_langcode=fr&ac_suggestion_list_length=5&search_selected=true&search_pageview_id=38bf07f4b08106f1&ac_meta=GhAzOGJmMDdmNGIwODEwNmYxIAAoATICZnI6CGJvcmRlYXV4QABKAFAA&group_adults=2&no_rooms=1&group_children=0,900,"Hotel Gambetta
Une nouvelle fenêtre va s'ouvrir","Centre de Bordeaux, Bordeaux",https://www.booking.com/hotel/fr/gambetta.fr.html?label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&ucfs=1&arphpl=1&dest_id=-1413751&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=6c4508f76cec01d1&srepoch=1732756602&from_sustainable_property_sr=1&from=searchresults,300 m du centre,"Avec une note de 7,5",Bien  ,2 299 expériences vécues,L’hôtel Gambetta propose des chambres confortables avec une connexion Wi-Fi gratuite dans le centre-ville de Bordeaux. ,
https://www.booking.com/searchresults.fr.html?ss=Bordeaux%2C+Aquitaine%2C+France&efdco=1&label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&lang=fr&sb=1&src_elem=sb&src=index&dest_id=-1413751&dest_type=city&ac_position=0&ac_click_type=b&ac_langcode=fr&ac_suggestion_list_length=5&search_selected=true&search_pageview_id=38bf07f4b08106f1&ac_meta=GhAzOGJmMDdmNGIwODEwNmYxIAAoATICZnI6CGJvcmRlYXV4QABKAFAA&group_adults=2&no_rooms=1&group_children=0,900,"Hôtel Life Bordeaux Gare - BG
Une nouvelle fenêtre va s'ouvrir","Gare Saint-Jean, Bordeaux",https://www.booking.com/hotel/fr/life-bordeaux-bg-bordeaux-gare.fr.html?label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&ucfs=1&arphpl=1&dest_id=-1413751&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=6c4508f76cec01d1&srepoch=1732756602&from_sustainable_property_sr=1&from=searchresults,"1,8 km du centre","Avec une note de 8,3",Très bien ,6 168 expériences vécues,Certificat de durabilité,
https://www.booking.com/searchresults.fr.html?ss=Bordeaux%2C+Aquitaine%2C+France&efdco=1&label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&lang=fr&sb=1&src_elem=sb&src=index&dest_id=-1413751&dest_type=city&ac_position=0&ac_click_type=b&ac_langcode=fr&ac_suggestion_list_length=5&search_selected=true&search_pageview_id=38bf07f4b08106f1&ac_meta=GhAzOGJmMDdmNGIwODEwNmYxIAAoATICZnI6CGJvcmRlYXV4QABKAFAA&group_adults=2&no_rooms=1&group_children=0,900,"Victoria Garden Bordeaux Centre
Une nouvelle fenêtre va s'ouvrir","Nansouty Saint-Genès, Bordeaux",https://www.booking.com/hotel/fr/victoria-garden-suites-bordeaux.fr.html?label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&ucfs=1&arphpl=1&dest_id=-1413751&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=6c4508f76cec01d1&srepoch=1732756602&from_sustainable_property_sr=1&from=searchresults,"1,4 km du centre","Avec une note de 7,9",Bien  ,4 831 expériences vécues,Certificat de durabilité,
https://www.booking.com/searchresults.fr.html?ss=Bordeaux%2C+Aquitaine%2C+France&efdco=1&label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&lang=fr&sb=1&src_elem=sb&src=index&dest_id=-1413751&dest_type=city&ac_position=0&ac_click_type=b&ac_langcode=fr&ac_suggestion_list_length=5&search_selected=true&search_pageview_id=38bf07f4b08106f1&ac_meta=GhAzOGJmMDdmNGIwODEwNmYxIAAoATICZnI6CGJvcmRlYXV4QABKAFAA&group_adults=2&no_rooms=1&group_children=0,900,"Studio Bordeaux
Une nouvelle fenêtre va s'ouvrir","Centre de Bordeaux, Bordeaux",https://www.booking.com/hotel/fr/suite-bordeaux.fr.html?label=gog235jc-1DCAEoggI46AdIDVgDaE2IAQGYAQ24AQfIAQ_YAQPoAQH4AQKIAgGoAgO4AumEn7oGwAIB0gIkYzhiMzdmOTMtOWNjNS00NzU1LWE0ZGUtZDllMzZkMTAxM2M02AIE4AIB&aid=397594&ucfs=1&arphpl=1&dest_id=-1413751&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&srpvid=6c4508f76cec01d1&srepoch=1732756601&from_sustainable_property_sr=1&from=searchresults,"0,8 km du centre","Avec une note de 8,1",Très bien ,153 expériences vécues,"Studio atypique avec tout le confort, mur en pierres apparentes dans le style ancien des anciens bâtiments bordelais. Ce studio a été récemment rénové. ",
